income_year,normalized_income_range,income_range_display,sex,taxable_status,age_range_display,individuals_count,total_income_amount,net_tax_amount
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Non Taxable,45 - 49,9.0,1987305.174146439,0.0
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Non Taxable,50 - 54,5.0,1378122.0059711314,0.0
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Non Taxable,55 - 59,61.0,13857624.055562943,0.0
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Non Taxable,60 - 64,0.0,781.4615143609672,0.0
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,18 - 24,1622.0,390481372.11693347,119310224.8038427
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,25 - 29,4076.0,961163830.3579773,286861144.29526067
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,30 - 34,9949.0,2354820622.7235436,699374563.3835965
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,35 - 39,16379.0,3904831074.952837,1159201906.6315613
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,40 - 44,17696.0,4234419118.4668202,1253382757.4085822
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,45 - 49,16756.0,4020928419.6109905,1184644970.1411421
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,50 - 54,14699.0,3549770892.475364,1036720255.339629
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,55 - 59,11139.0,2696400414.487222,740361919.4203963
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,60 - 64,6273.0,1547281860.9587536,435006957.20985365
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,65 - 69,2420.0,606580532.491596,167071029.71055263
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,70 - 74,1063.0,268174227.43495405,74186939.89856303
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,75 and over,1725.0,416294699.8110655,118836473.44151452
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,Under 18,24.0,5446357.878778393,1715030.3252314327
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Female,Non Taxable,55 - 59,4.0,813680.5165489956,0.0
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Female,Taxable,18 - 24,767.0,223340418.656157,73593811.92515983
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Female,Taxable,25 - 29,1128.0,354074887.5700588,117897602.68452616
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Female,Taxable,30 - 34,3410.0,1103439074.4587574,369965435.1111748
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Female,Taxable,35 - 39,7028.0,2413613070.658926,820770798.1200259
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Female,Taxable,40 - 44,8688.0,3054915716.5858736,1040897599.7627363
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Female,Taxable,45 - 49,8291.0,2963233448.992216,1008128148.0790281
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Female,Taxable,50 - 54,6349.0,2332977769.1837654,777811307.7162373
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Female,Taxable,55 - 59,5813.0,2124215751.5560036,621147111.5511072
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Female,Taxable,60 - 64,3235.0,1211777881.8588238,389354137.8704573
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Female,Taxable,65 - 69,1859.0,712529246.6516337,231466044.7405432
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Female,Taxable,70 - 74,1346.0,503602731.42400897,166737916.51323575
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Female,Taxable,75 and over,4142.0,1546913016.8675585,519666267.2047713
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Female,Taxable,Under 18,1.0,135659.01229615026,45944.65467065644
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Non Taxable,25 - 29,10.0,2346876.0,0.0
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Non Taxable,30 - 34,9.0,3431831.6895095445,0.0
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Non Taxable,35 - 39,18.0,7118747.148679397,0.0
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Non Taxable,40 - 44,19.0,5772359.468151502,0.0
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Non Taxable,45 - 49,37.0,13369298.696907286,0.0
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Non Taxable,50 - 54,32.0,12323559.812406994,0.0
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Non Taxable,55 - 59,36.0,11211150.345312484,0.0
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Non Taxable,60 - 64,10.0,3090509.8,0.0
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Taxable,18 - 24,1142.0,342148848.84614617,110031009.7841158
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Taxable,25 - 29,2971.0,963113215.8967152,316522300.9316041
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Taxable,30 - 34,9896.0,3282571946.9526324,1095397887.1740713
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Taxable,35 - 39,22229.0,7783182768.529102,2630829672.995633
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Taxable,40 - 44,28341.0,10262982427.296167,3488217540.563201
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Taxable,45 - 49,28379.0,10443989712.253223,3545870168.902342
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Taxable,50 - 54,24666.0,9247217293.328491,3110531659.838621
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Taxable,55 - 59,20236.0,7576979956.3487835,2370179234.1060953
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Taxable,60 - 64,11747.0,4471571143.310688,1464040662.9331346
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Taxable,65 - 69,4939.0,1925999949.1968012,627876936.1537147
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Taxable,70 - 74,2122.0,823621247.025043,265944286.19043785
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Taxable,75 and over,3701.0,1395448419.1981213,464737092.1910578
2010–11,"$250,001 to $500,000","$250,001 to $500,000",Male,Taxable,Under 18,25.0,7419723.866231415,2376070.1094290726
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,18 - 24,5106.0,177505427.81568742,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,25 - 29,8559.0,303061293.6452954,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,30 - 34,9673.0,345467422.0925459,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,35 - 39,10791.0,387971283.8410855,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,40 - 44,9808.0,353730376.0024503,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,45 - 49,6834.0,247760427.80920747,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,50 - 54,4111.0,147949239.36751616,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,55 - 59,4718.0,167776606.4764758,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,60 - 64,9050.0,320741387.4865184,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,65 - 69,23108.0,813873838.9346715,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,70 - 74,17046.0,595195399.7003412,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,75 and over,36023.0,1274301828.2288706,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,Under 18,12.0,359260.4582570581,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,18 - 24,124292.0,4494647309.140923,280731604.15125936
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,25 - 29,63936.0,2373875080.72693,145195989.21778065
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,30 - 34,53252.0,1972100334.4890616,118584858.9611261
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,35 - 39,58085.0,2147881766.539214,128509232.37293449
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,40 - 44,64007.0,2367330288.42129,142439209.26727623
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,45 - 49,65058.0,2420560962.736432,146758959.46823964
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,50 - 54,62152.0,2324107255.2960944,141832701.8051618
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,55 - 59,52495.0,1966373956.461695,85461087.55583468
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,60 - 64,38687.0,1463956844.721081,63087785.04229851
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,65 - 69,6525.0,275131201.1613337,9774340.229126915
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,70 - 74,2886.0,123073806.49894546,4093271.3016299102
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,75 and over,3342.0,135603555.82827818,4355776.368810915
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,Under 18,1376.0,46380257.872927986,2903718.452511757
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,18 - 24,1344.0,46928862.172429465,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,25 - 29,2605.0,91663489.18689264,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,30 - 34,2276.0,80784571.06715752,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,35 - 39,1927.0,68285215.76444548,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,40 - 44,1653.0,59720985.58891465,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,45 - 49,1586.0,57194841.48864924,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,50 - 54,1744.0,63707349.43725711,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,55 - 59,3695.0,134347583.89469206,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,60 - 64,5098.0,185739206.4792366,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,65 - 69,23409.0,839058968.5307028,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,70 - 74,15996.0,567694708.5899153,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,75 and over,26105.0,920342502.4665486,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Taxable,18 - 24,127480.0,4735731862.495936,286278165.4694568
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Taxable,25 - 29,61605.0,2318024058.811003,136286466.82703546
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Taxable,30 - 34,40012.0,1513807833.5900319,86761819.13917069
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Taxable,35 - 39,34921.0,1324939040.2590833,74997186.31650193
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Taxable,40 - 44,33835.0,1284971200.5029607,72669730.03951633
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Taxable,45 - 49,33447.0,1265524818.7769904,72349547.13977146
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Taxable,50 - 54,32852.0,1257112300.1045067,71771568.90387149
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Taxable,55 - 59,31223.0,1206669616.726668,49070055.96884186
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Taxable,60 - 64,33950.0,1319009606.5574853,53180446.80420088
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Taxable,65 - 69,7730.0,342742851.0190575,11263556.513520215
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Taxable,70 - 74,3409.0,153638556.7068099,4625889.377649146
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Taxable,75 and over,3952.0,159198523.49792746,4530185.1568020675
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Taxable,Under 18,3719.0,129385294.51376551,7702931.037915585
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Non Taxable,18 - 24,125.0,5567605.93695792,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Non Taxable,25 - 29,197.0,8990713.644603336,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Non Taxable,30 - 34,235.0,10546962.416628618,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Non Taxable,35 - 39,268.0,12246525.645217188,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Non Taxable,40 - 44,254.0,11493828.274943758,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Non Taxable,45 - 49,215.0,9968626.064160017,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Non Taxable,50 - 54,219.0,10010970.025746077,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Non Taxable,55 - 59,1296.0,63068391.57818892,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Non Taxable,60 - 64,1321.0,62419722.527214356,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Non Taxable,65 - 69,3267.0,153089598.29660484,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Non Taxable,70 - 74,1640.0,75894090.41120473,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Non Taxable,75 and over,4225.0,197184817.86551347,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Non Taxable,Under 18,0.0,142.2271453120393,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Taxable,18 - 24,125784.0,6357251630.6463375,618378317.4913024
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Taxable,25 - 29,102122.0,5268882145.410055,498376838.24730134
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Taxable,30 - 34,77479.0,3975488467.8749824,363905669.2481102
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Taxable,35 - 39,82655.0,4229099710.5610995,381738753.3932847
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Taxable,40 - 44,92038.0,4706080236.774534,428515798.05149394
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Taxable,45 - 49,97969.0,5021147472.168974,467040557.9393123
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Taxable,50 - 54,92279.0,4764640359.074756,448510115.480893
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Taxable,55 - 59,74892.0,3895086163.327049,312083739.4730227
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Taxable,60 - 64,52943.0,2782698631.4287677,214250162.8300461
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Taxable,65 - 69,22324.0,1174231362.32883,66920052.42663649
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Taxable,70 - 74,11317.0,588083543.6113759,30995344.83257856
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Taxable,75 and over,25372.0,1273175942.905782,52986412.84284621
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Female,Taxable,Under 18,449.0,22097774.533371154,2239612.787740092
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Non Taxable,18 - 24,86.0,4056150.9205778833,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Non Taxable,25 - 29,232.0,10693874.833710516,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Non Taxable,30 - 34,246.0,11315164.654267276,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Non Taxable,35 - 39,180.0,8829392.337904183,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Non Taxable,40 - 44,152.0,8062115.601797222,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Non Taxable,45 - 49,190.0,8785224.771942187,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Non Taxable,50 - 54,180.0,8467745.5068968,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Non Taxable,55 - 59,1162.0,57049523.84434618,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Non Taxable,60 - 64,1078.0,51590646.88063205,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Non Taxable,65 - 69,6137.0,297186045.44856733,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Non Taxable,70 - 74,3962.0,190741220.20093518,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Non Taxable,75 and over,6204.0,300236357.546398,0.0
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,18 - 24,130577.0,6727402917.460078,642843978.7390647
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,25 - 29,98099.0,5135762920.329585,482084852.5041318
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,30 - 34,69193.0,3639430638.7382607,336439897.18785685
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,35 - 39,60977.0,3209063679.463854,297963491.21072537
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,40 - 44,57274.0,3014375050.6991544,280126883.1371317
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,45 - 49,56491.0,2975545072.565669,276125025.80851996
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,50 - 54,54617.0,2901644696.891913,266324914.17637107
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,55 - 59,51953.0,2785524955.180721,210211797.21687138
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,60 - 64,52029.0,2816333989.3727703,203769408.33986524
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,65 - 69,26011.0,1415984502.176383,79619690.15786816
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,70 - 74,12828.0,694101022.4230194,34940556.00147731
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,75 and over,20236.0,1032984488.8950996,47870623.518142425
2010–11,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,Under 18,1224.0,60752869.13610316,5922243.31224534
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,18 - 24,7.0,324591.90413600445,0.0
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,25 - 29,11.0,523775.5314185585,0.0
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,30 - 34,14.0,614673.5030485068,0.0
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,35 - 39,16.0,714031.2403050319,0.0
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,40 - 44,15.0,670388.3657081835,0.0
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,45 - 49,13.0,582809.3771088471,0.0
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,50 - 54,13.0,587642.7149300413,0.0
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,55 - 59,386.0,23229838.640100665,0.0
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,60 - 64,103.0,5330658.486702743,0.0
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,65 - 69,222.0,10824096.096456569,0.0
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,70 - 74,112.0,5461885.006387898,0.0
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,75 and over,342.0,17417979.821958095,0.0
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,18 - 24,46114.0,2853986276.81574,388370402.2125389
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,25 - 29,61731.0,3954839379.9189143,547251308.854893
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,30 - 34,44212.0,2830183399.6224422,388664610.24003434
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,35 - 39,42494.0,2707300409.990895,369356390.1677668
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,40 - 44,46812.0,2974707432.1804943,405985348.68342394
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,45 - 49,50973.0,3240472006.644795,443900991.8065149
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,50 - 54,49557.0,3166128578.294184,432163858.365836
2010–11,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,55 - 59,39955.0,2559162057.1702366,315354012.7500967
